pole_id,lat,lon,feeder_id,dt_id,seq_on_line,parent_pole_id,pole_type,ward,pincode,device_id
P-001517,12.976982,77.59631,F-07-01,D-0023,,,LT-8m-PCC,W-49,560078,KSPDB-SD07-D-0023-1517
P-001518,12.977138,77.596401,F-07-01,D-0023,,,LT-8m-PCC,W-44,560078,KSPDB-SD07-D-0023-1518
P-001519,12.976991,77.596181,F-07-01,D-0023,,,LT-9m-PCC,W-78,560078,KSPDB-SD07-D-0023-1519
P-001520,12.976819,77.59642,F-07-01,D-0023,,,LT-8m-PCC,W-79,560078,KSPDB-SD07-D-0023-1520
P-001521,12.9771,77.596348,F-07-01,D-0023,,,LT-9m-PCC,W-58,560078,KSPDB-SD07-D-0023-1521
P-001522,12.976755,77.59634,F-07-01,D-0023,,,LT-8m-Steel,W-50,560078,KSPDB-SD07-D-0023-1522
P-001523,12.977127,77.596102,F-07-01,D-0023,,,LT-9m-PCC,W-60,,KSPDB-SD07-D-0023-1523
P-001524,12.977305,77.596191,F-07-01,D-0023,,,LT-9m-PCC,W-92,560078,KSPDB-SD07-D-0023-1524
P-001525,12.977208,77.595968,F-07-01,D-0023,,,LT-8m-PCC,W-21,560078,KSPDB-SD07-D-0023-1525
P-001526,12.976856,77.596249,F-07-01,D-0023,,,LT-9m-PCC,W-93,560078,KSPDB-SD07-D-0023-1526
P-001527,12.976709,77.59639,F-07-01,D-0023,,,LT-8m-Steel,W-74,560078,KSPDB-SD07-D-0023-1527
P-001528,12.977295,77.596011,F-07-01,D-0023,,,LT-9m-PCC,W-27,560078,KSPDB-SD07-D-0023-1528
P-001529,12.976797,77.596183,F-07-01,D-0023,,,LT-8m-PCC,W-55,560078,KSPDB-SD07-D-0023-1529
P-001530,12.9772,77.596088,F-07-01,D-0023,,,LT-8m-Steel,W-81,560078,KSPDB-SD07-D-0023-1530
P-001531,12.977362,77.596057,F-07-01,D-0023,,,LT-9m-PCC,W-12,560078,KSPDB-SD07-D-0023-1531
P-001532,12.977363,77.595887,F-07-01,D-0023,,,LT-8m-Steel,W-86,560078,KSPDB-SD07-D-0023-1532
P-001533,12.977256,77.595843,F-07-01,D-0023,,,LT-8m-Steel,W-70,560078,KSPDB-SD07-D-0023-1533
P-001534,12.976908,77.596229,F-07-01,D-0023,,,LT-8m-Steel,W-93,560078,KSPDB-SD07-D-0023-1534
P-001535,12.977342,77.596148,F-07-01,D-0023,,,LT-8m-Steel,W-41,560078,KSPDB-SD07-D-0023-1535
P-001536,12.977258,77.596247,F-07-01,D-0023,,,LT-8m-PCC,W-99,560078,
P-001537,12.977336,77.596337,F-07-01,D-0023,,,LT-9m-PCC,W-23,560078,KSPDB-SD07-D-0023-1537
P-001538,12.976844,77.596161,F-07-01,D-0023,,,LT-8m-Steel,W-21,560078,
P-001539,12.976947,77.596016,F-07-01,D-0023,,,LT-9m-PCC,W-73,560078,KSPDB-SD07-D-0023-1539
P-001540,12.977321,77.596258,F-07-01,D-0023,,,LT-8m-Steel,W-49,560078,KSPDB-SD07-D-0023-1540
P-001541,12.97694,77.59621,F-07-01,D-0023,,,LT-8m-Steel,W-33,560078,KSPDB-SD07-D-0023-1541
P-001542,12.976887,77.596255,F-07-01,D-0023,,,LT-8m-Steel,W-56,560078,KSPDB-SD07-D-0023-1542
P-001543,12.977291,77.596102,F-07-01,D-0023,,,LT-8m-Steel,W-54,560078,KSPDB-SD07-D-0023-1543
P-001544,12.976921,77.595829,F-07-01,D-0023,,,LT-9m-PCC,W-22,560078,KSPDB-SD07-D-0023-1544
P-001545,12.976921,77.595666,F-07-01,D-0023,,,LT-8m-Steel,W-53,560078,KSPDB-SD07-D-0023-1545
P-001546,12.976819,77.596398,F-07-01,D-0023,,,LT-8m-PCC,W-96,560078,KSPDB-SD07-D-0023-1546
P-001547,12.977039,77.59571,F-07-01,D-0023,,,LT-8m-Steel,W-15,560078,KSPDB-SD07-D-0023-1547
P-001548,12.976948,77.595484,F-07-01,D-0023,,,LT-8m-Steel,W-29,560078,KSPDB-SD07-D-0023-1548
P-001549,12.976923,77.59638,F-07-01,D-0023,,,LT-9m-PCC,W-64,560078,KSPDB-SD07-D-0023-1549
P-001550,12.976909,77.596384,F-07-01,D-0023,,,LT-8m-Steel,W-17,560078,KSPDB-SD07-D-0023-1550
P-001551,12.976752,77.595318,F-07-01,D-0023,,,LT-8m-PCC,W-48,560078,KSPDB-SD07-D-0023-1551
P-001552,12.976879,77.596296,F-07-01,D-0023,,,LT-8m-Steel,W-21,560078,KSPDB-SD07-D-0023-1552
P-001553,12.97678,77.596525,F-07-01,D-0023,,,LT-9m-PCC,W-67,560078,KSPDB-SD07-D-0023-1553
P-001554,12.976775,77.596462,F-07-01,D-0023,,,LT-9m-PCC,W-49,560078,KSPDB-SD07-D-0023-1554
P-001555,12.976612,77.596662,F-07-01,D-0023,,,LT-9m-PCC,W-61,560078,KSPDB-SD07-D-0023-1555
P-001556,12.976882,77.596378,F-07-01,D-0023,,,LT-8m-Steel,W-58,560078,KSPDB-SD07-D-0023-1556
P-001557,12.976649,77.596507,F-07-01,D-0023,,,LT-8m-Steel,W-68,560078,KSPDB-SD07-D-0023-1557
P-001558,12.976806,77.596371,F-07-01,D-0023,,,LT-8m-PCC,W-78,560078,KSPDB-SD07-D-0023-1558
P-001559,12.976965,77.59641,F-07-01,D-0023,,,LT-8m-PCC,W-56,560078,KSPDB-SD07-D-0023-1559
P-001560,12.97714,77.596488,F-07-01,D-0023,,,LT-8m-Steel,W-17,560078,KSPDB-SD07-D-0023-1560
P-001561,12.97683,77.596371,F-07-01,D-0023,,,LT-8m-PCC,W-42,560078,KSPDB-SD07-D-0023-1561
P-001562,12.976804,77.596216,F-07-01,D-0023,,,LT-9m-PCC,W-92,560078,KSPDB-SD07-D-0023-1562
P-001563,12.976954,77.596466,F-07-01,D-0023,,,LT-9m-PCC,W-60,560078,KSPDB-SD07-D-0023-1563
P-001564,12.976767,77.596337,F-07-01,D-0023,,,LT-9m-PCC,W-29,560078,KSPDB-SD07-D-0023-1564
P-001565,12.976896,77.596218,F-07-01,D-0023,,,LT-9m-PCC,W-54,560078,KSPDB-SD07-D-0023-1565
P-001566,12.976985,77.596148,F-07-01,D-0023,,,LT-8m-PCC,W-73,560078,KSPDB-SD07-D-0023-1566
P-001567,12.951626,77.608565,F-07-02,D-0024,,,LT-9m-PCC,W-47,560078,KSPDB-SD07-D-0024-1567
P-001568,12.951576,77.608426,F-07-02,D-0024,,,LT-8m-Steel,W-65,560078,
P-001569,12.951577,77.608468,F-07-02,D-0024,,,LT-8m-PCC,W-81,560078,
P-001570,12.951634,77.608591,F-07-02,D-0024,,,LT-8m-PCC,W-37,560078,KSPDB-SD07-D-0024-1570
P-001571,12.951445,77.608532,F-07-02,D-0024,,,LT-8m-Steel,W-90,560078,KSPDB-SD07-D-0024-1571
P-001572,12.951523,77.60856,F-07-02,D-0024,,,LT-9m-PCC,W-67,560078,KSPDB-SD07-D-0024-1572
P-001573,12.951485,77.608558,F-07-02,D-0024,,,LT-9m-PCC,W-78,560078,KSPDB-SD07-D-0024-1573
P-001574,12.951567,77.60864,F-07-02,D-0024,,,LT-8m-PCC,W-69,560078,KSPDB-SD07-D-0024-1574
P-001575,12.951314,77.608746,F-07-02,D-0024,,,LT-8m-PCC,W-36,560078,KSPDB-SD07-D-0024-1575
P-001576,12.951531,77.608707,F-07-02,D-0024,,,LT-8m-PCC,W-78,560078,KSPDB-SD07-D-0024-1576
P-001577,12.951496,77.6086,F-07-02,D-0024,,,LT-8m-PCC,W-16,560078,KSPDB-SD07-D-0024-1577
P-001578,12.95158,77.608663,F-07-02,D-0024,,,LT-9m-PCC,W-54,560078,KSPDB-SD07-D-0024-1578
P-001579,12.951589,77.608654,F-07-02,D-0024,,,LT-8m-Steel,W-88,560078,KSPDB-SD07-D-0024-1579
P-001580,12.951614,77.608746,F-07-02,D-0024,,,LT-8m-Steel,W-96,560078,KSPDB-SD07-D-0024-1580
P-001581,12.951648,77.608844,F-07-02,D-0024,,,LT-9m-PCC,W-11,560078,KSPDB-SD07-D-0024-1581
P-001582,12.951601,77.608806,F-07-02,D-0024,,,LT-8m-Steel,W-73,560078,KSPDB-SD07-D-0024-1582
P-001583,12.951424,77.608988,F-07-02,D-0024,,,LT-8m-Steel,W-80,560078,
P-001584,12.951606,77.608645,F-07-02,D-0024,,,LT-8m-Steel,W-70,560078,KSPDB-SD07-D-0024-1584
P-001585,12.951772,77.608992,F-07-02,D-0024,,,LT-8m-Steel,W-83,560078,KSPDB-SD07-D-0024-1585
P-001586,12.951758,77.608858,F-07-02,D-0024,,,LT-8m-Steel,W-35,560078,KSPDB-SD07-D-0024-1586
P-001587,12.951608,77.609038,F-07-02,D-0024,,,LT-8m-Steel,W-30,560078,KSPDB-SD07-D-0024-1587
P-001588,12.951628,77.608749,F-07-02,D-0024,,,LT-9m-PCC,W-22,560078,KSPDB-SD07-D-0024-1588
P-001589,12.951851,77.609088,F-07-02,D-0024,,,LT-8m-Steel,W-35,560078,KSPDB-SD07-D-0024-1589
P-001590,12.951697,77.608857,F-07-02,D-0024,,,LT-9m-PCC,W-35,560078,KSPDB-SD07-D-0024-1590
P-001591,12.951962,77.608894,F-07-02,D-0024,,,LT-8m-PCC,W-15,560078,KSPDB-SD07-D-0024-1591
P-001592,12.951429,77.608988,F-07-02,D-0024,,,LT-8m-Steel,W-64,560078,KSPDB-SD07-D-0024-1592
P-001593,12.951509,77.609011,F-07-02,D-0024,,,LT-8m-PCC,W-92,560078,KSPDB-SD07-D-0024-1593
P-001594,12.951837,77.608966,F-07-02,D-0024,,,LT-9m-PCC,W-62,560078,KSPDB-SD07-D-0024-1594
P-001595,12.951943,77.608922,F-07-02,D-0024,,,LT-8m-Steel,W-33,560078,KSPDB-SD07-D-0024-1595
P-001596,12.951643,77.608944,F-07-02,D-0024,,,LT-8m-Steel,W-20,560078,KSPDB-SD07-D-0024-1596
P-001597,12.951367,77.609065,F-07-02,D-0024,,,LT-9m-PCC,W-88,560078,KSPDB-SD07-D-0024-1597
P-001598,12.951626,77.609059,F-07-02,D-0024,,,LT-8m-PCC,W-20,560078,KSPDB-SD07-D-0024-1598
P-001599,12.951596,77.609122,F-07-02,D-0024,,,LT-9m-PCC,W-82,560078,KSPDB-SD07-D-0024-1599
P-001600,12.95189,77.608895,F-07-02,D-0024,,,LT-8m-PCC,W-95,560078,KSPDB-SD07-D-0024-1600
P-001601,12.95142,77.609262,F-07-02,D-0024,,,LT-9m-PCC,W-12,560078,KSPDB-SD07-D-0024-1601
P-001602,12.951723,77.608815,F-07-02,D-0024,,,LT-8m-Steel,W-41,560078,KSPDB-SD07-D-0024-1602
P-001603,12.951629,77.608915,F-07-02,D-0024,,,LT-8m-PCC,W-88,560078,KSPDB-SD07-D-0024-1603
P-001604,12.951869,77.608884,F-07-02,D-0024,,,LT-8m-PCC,W-66,560078,KSPDB-SD07-D-0024-1604
P-001605,12.951518,77.609201,F-07-02,D-0024,,,LT-8m-PCC,W-97,560078,KSPDB-SD07-D-0024-1605
P-001606,12.951441,77.608828,F-07-02,D-0024,,,LT-8m-Steel,W-41,560078,KSPDB-SD07-D-0024-1606
P-001607,12.952022,77.60901,F-07-02,D-0024,,,LT-9m-PCC,W-85,560078,KSPDB-SD07-D-0024-1607
P-001608,12.951448,77.60866,F-07-02,D-0024,,,LT-9m-PCC,W-98,560078,KSPDB-SD07-D-0024-1608
P-001609,12.951586,77.608983,F-07-02,D-0024,,,LT-9m-PCC,W-82,560078,KSPDB-SD07-D-0024-1609
P-001610,12.951389,77.608826,F-07-02,D-0024,,,LT-8m-PCC,W-53,560078,KSPDB-SD07-D-0024-1610
P-001611,12.951599,77.608829,F-07-02,D-0024,,,LT-8m-Steel,W-43,,KSPDB-SD07-D-0024-1611
P-001612,12.951559,77.609117,F-07-02,D-0024,,,LT-9m-PCC,W-54,560078,KSPDB-SD07-D-0024-1612
P-001613,12.95146,77.608919,F-07-02,D-0024,,,LT-8m-Steel,W-28,560078,KSPDB-SD07-D-0024-1613
P-001614,12.951408,77.609041,F-07-02,D-0024,,,LT-8m-Steel,W-55,560078,KSPDB-SD07-D-0024-1614
P-001615,12.951417,77.608901,F-07-02,D-0024,,,LT-9m-PCC,W-14,560078,KSPDB-SD07-D-0024-1615
P-001616,12.951213,77.608843,F-07-02,D-0024,,,LT-8m-PCC,W-24,560078,KSPDB-SD07-D-0024-1616
P-001617,12.951329,77.60884,F-07-02,D-0024,,,LT-8m-Steel,W-96,560078,KSPDB-SD07-D-0024-1617
P-001618,12.951494,77.608804,F-07-02,D-0024,,,LT-8m-PCC,W-52,560078,KSPDB-SD07-D-0024-1618
P-001619,12.951463,77.608687,F-07-02,D-0024,,,LT-8m-Steel,W-57,,KSPDB-SD07-D-0024-1619
P-001620,12.951288,77.608816,F-07-02,D-0024,,,LT-8m-Steel,W-95,560078,KSPDB-SD07-D-0024-1620
P-001621,12.951406,77.608825,F-07-02,D-0024,,,LT-9m-PCC,W-57,560078,KSPDB-SD07-D-0024-1621
P-001622,12.951628,77.608617,F-07-02,D-0024,,,LT-8m-Steel,W-87,560078,KSPDB-SD07-D-0024-1622
P-001623,12.951336,77.608834,F-07-02,D-0024,,,LT-8m-PCC,W-84,560078,KSPDB-SD07-D-0024-1623
P-001624,12.951527,77.608811,F-07-02,D-0024,,,LT-8m-PCC,W-68,560078,
P-001625,12.951502,77.608926,F-07-02,D-0024,,,LT-8m-PCC,W-23,560078,KSPDB-SD07-D-0024-1625
P-001626,12.95152,77.608734,F-07-02,D-0024,,,LT-8m-Steel,W-14,560078,KSPDB-SD07-D-0024-1626
P-001627,12.951443,77.608655,F-07-02,D-0024,,,LT-9m-PCC,W-73,560078,KSPDB-SD07-D-0024-1627
P-001628,12.951517,77.608742,F-07-02,D-0024,,,LT-8m-PCC,W-26,560078,KSPDB-SD07-D-0024-1628
P-001629,12.951717,77.608713,F-07-02,D-0024,,,LT-8m-Steel,W-24,560078,KSPDB-SD07-D-0024-1629
P-001630,12.951566,77.608642,F-07-02,D-0024,,,LT-8m-Steel,W-48,560078,KSPDB-SD07-D-0024-1630
P-001631,12.951347,77.608584,F-07-02,D-0024,,,LT-8m-PCC,W-87,560078,KSPDB-SD07-D-0024-1631
P-001632,12.951268,77.608637,F-07-02,D-0024,,,LT-8m-Steel,W-77,560078,KSPDB-SD07-D-0024-1632
P-001633,12.951664,77.608902,F-07-02,D-0024,,,LT-8m-PCC,W-33,560078,KSPDB-SD07-D-0024-1633
P-001634,12.951116,77.60846,F-07-02,D-0024,,,LT-8m-PCC,W-74,560078,KSPDB-SD07-D-0024-1634
P-001635,12.986594,77.581166,F-07-05,D-0025,1,,LT-8m-Steel,W-12,560078,KSPDB-SD07-D-0025-1635
P-001636,12.986449,77.581038,F-07-05,D-0025,2,P-001635,LT-9m-PCC,W-93,560078,KSPDB-SD07-D-0025-1636
P-001637,12.986289,77.58092,F-07-05,D-0025,3,P-001636,LT-8m-PCC,W-73,560078,KSPDB-SD07-D-0025-1637
P-001638,12.986687,77.581179,F-07-05,D-0025,2,P-001635,LT-9m-PCC,W-31,560078,KSPDB-SD07-D-0025-1638
P-001639,12.986879,77.581078,F-07-05,D-0025,3,P-001638,LT-8m-PCC,W-64,560078,KSPDB-SD07-D-0025-1639
P-001640,12.986418,77.580998,F-07-05,D-0025,4,P-001637,LT-9m-PCC,W-14,560078,KSPDB-SD07-D-0025-1640
P-001641,12.986537,77.581112,F-07-05,D-0025,5,P-001640,LT-8m-PCC,W-84,560078,KSPDB-SD07-D-0025-1641
P-001642,12.986443,77.581062,F-07-05,D-0025,4,P-001637,LT-8m-PCC,W-76,560078,KSPDB-SD07-D-0025-1642
P-001643,12.986372,77.581258,F-07-05,D-0025,5,P-001642,LT-8m-Steel,W-15,560078,KSPDB-SD07-D-0025-1643
P-001644,12.986544,77.58111,F-07-05,D-0025,5,P-001642,LT-8m-PCC,W-79,560078,KSPDB-SD07-D-0025-1644
P-001645,12.986512,77.580972,F-07-05,D-0025,5,P-001640,LT-8m-Steel,W-28,560078,KSPDB-SD07-D-0025-1645
P-001646,12.986284,77.581132,F-07-05,D-0025,5,P-001642,LT-9m-PCC,W-57,560078,KSPDB-SD07-D-0025-1646
P-001647,12.986462,77.581128,F-07-05,D-0025,6,P-001644,LT-8m-PCC,W-69,560078,KSPDB-SD07-D-0025-1647
P-001648,12.986155,77.581261,F-07-05,D-0025,6,P-001646,LT-9m-PCC,W-39,560078,KSPDB-SD07-D-0025-1648
P-001649,12.986658,77.581109,F-07-05,D-0025,7,P-001647,LT-8m-PCC,W-69,560078,
P-001650,12.986041,77.5812,F-07-05,D-0025,7,P-001648,LT-9m-PCC,W-15,560078,KSPDB-SD07-D-0025-1650
P-001651,12.986829,77.580916,F-07-05,D-0025,8,P-001649,LT-8m-PCC,W-69,560078,KSPDB-SD07-D-0025-1651
P-001652,12.986862,77.580873,F-07-05,D-0025,9,P-001651,LT-8m-PCC,W-25,560078,KSPDB-SD07-D-0025-1652
P-001653,12.986467,77.581152,F-07-05,D-0025,8,P-001649,LT-9m-PCC,W-70,560078,KSPDB-SD07-D-0025-1653
P-001654,12.985924,77.581281,F-07-05,D-0025,8,P-001650,LT-8m-Steel,W-11,560078,KSPDB-SD07-D-0025-1654
P-001655,12.986166,77.581291,F-07-05,D-0025,8,P-001650,LT-9m-PCC,W-97,560078,KSPDB-SD07-D-0025-1655
P-001656,12.986995,77.58106,F-07-05,D-0025,9,P-001651,LT-8m-PCC,W-58,560078,KSPDB-SD07-D-0025-1656
P-001657,12.987032,77.581015,F-07-05,D-0025,10,P-001656,LT-9m-PCC,W-16,560078,KSPDB-SD07-D-0025-1657
P-001658,12.985805,77.581185,F-07-05,D-0025,9,P-001654,LT-8m-PCC,W-47,560078,KSPDB-SD07-D-0025-1658
P-001659,12.987172,77.580916,F-07-05,D-0025,11,P-001657,LT-9m-PCC,W-62,560078,KSPDB-SD07-D-0025-1659
P-001660,12.987116,77.580752,F-07-05,D-0025,12,P-001659,LT-8m-PCC,W-10,560078,KSPDB-SD07-D-0025-1660
P-001661,12.987317,77.580897,F-07-05,D-0025,12,P-001659,LT-9m-PCC,W-72,560078,
P-001662,12.987113,77.580933,F-07-05,D-0025,12,P-001659,LT-8m-Steel,W-41,,KSPDB-SD07-D-0025-1662
P-001663,12.985715,77.581208,F-07-05,D-0025,10,P-001658,LT-8m-PCC,W-10,560078,KSPDB-SD07-D-0025-1663
P-001664,12.985551,77.581177,F-07-05,D-0025,11,P-001663,LT-8m-PCC,W-50,560078,KSPDB-SD07-D-0025-1664
P-001665,12.987367,77.580949,F-07-05,D-0025,13,P-001661,LT-8m-Steel,W-81,560078,KSPDB-SD07-D-0025-1665
P-001666,12.987172,77.580972,F-07-05,D-0025,13,P-001662,LT-8m-Steel,W-52,560078,
P-001667,12.986976,77.580946,F-07-05,D-0025,14,P-001666,LT-8m-PCC,W-82,560078,KSPDB-SD07-D-0025-1667
P-001668,12.985696,77.581373,F-07-05,D-0025,11,P-001663,LT-9m-PCC,W-91,560078,KSPDB-SD07-D-0025-1668
P-001669,12.987285,77.580903,F-07-05,D-0025,14,P-001665,LT-8m-Steel,W-33,560078,KSPDB-SD07-D-0025-1669
P-001670,12.986939,77.581073,F-07-05,D-0025,15,P-001667,LT-8m-Steel,W-95,560078,KSPDB-SD07-D-0025-1670
P-001671,12.987132,77.580756,F-07-05,D-0025,15,P-001669,LT-9m-PCC,W-36,560078,KSPDB-SD07-D-0025-1671
P-001672,12.987267,77.580849,F-07-05,D-0025,15,P-001669,LT-8m-Steel,W-12,560078,
P-001673,12.987404,77.580985,F-07-05,D-0025,15,P-001669,LT-8m-PCC,W-86,560078,KSPDB-SD07-D-0025-1673
P-001674,12.987179,77.580993,F-07-05,D-0025,16,P-001672,LT-8m-Steel,W-81,560078,KSPDB-SD07-D-0025-1674
P-001675,12.987226,77.580886,F-07-05,D-0025,16,P-001671,LT-8m-PCC,W-74,560078,KSPDB-SD07-D-0025-1675
P-001676,12.987299,77.580985,F-07-05,D-0025,17,P-001674,LT-9m-PCC,W-62,560078,
P-001677,12.987348,77.581103,F-07-05,D-0025,16,P-001673,LT-8m-PCC,W-73,560078,KSPDB-SD07-D-0025-1677
P-001678,12.987237,77.581165,F-07-05,D-0025,17,P-001674,LT-9m-PCC,W-11,560078,KSPDB-SD07-D-0025-1678
P-001679,12.987224,77.581036,F-07-05,D-0025,17,P-001677,LT-9m-PCC,W-29,560078,
P-001680,12.987267,77.581254,F-07-05,D-0025,17,P-001677,LT-8m-PCC,W-80,560078,KSPDB-SD07-D-0025-1680
P-001681,12.98742,77.581166,F-07-05,D-0025,18,P-001676,LT-8m-Steel,W-50,560078,KSPDB-SD07-D-0025-1681
P-001682,12.987375,77.580999,F-07-05,D-0025,18,P-001679,LT-9m-PCC,W-65,560078,KSPDB-SD07-D-0025-1682
P-001683,12.987165,77.581222,F-07-05,D-0025,18,P-001679,LT-8m-Steel,W-69,560078,KSPDB-SD07-D-0025-1683
P-001684,12.987353,77.580974,F-07-05,D-0025,18,P-001679,LT-8m-PCC,W-74,560078,KSPDB-SD07-D-0025-1684
P-001685,12.987148,77.581219,F-07-05,D-0025,19,P-001683,LT-8m-PCC,W-99,560078,KSPDB-SD07-D-0025-1685
P-001686,12.987077,77.581172,F-07-05,D-0025,19,P-001683,LT-8m-Steel,W-39,560078,KSPDB-SD07-D-0025-1686
P-001687,12.987275,77.581138,F-07-05,D-0025,20,P-001686,LT-8m-PCC,W-39,560078,KSPDB-SD07-D-0025-1687
P-001688,12.98722,77.581291,F-07-05,D-0025,19,P-001683,LT-8m-PCC,W-74,560078,KSPDB-SD07-D-0025-1688
P-001689,12.987292,77.580966,F-07-05,D-0025,21,P-001687,LT-9m-PCC,W-75,560078,KSPDB-SD07-D-0025-1689
P-001690,12.987264,77.581075,F-07-05,D-0025,20,P-001686,LT-9m-PCC,W-27,560078,KSPDB-SD07-D-0025-1690
P-001691,12.987094,77.580775,F-07-05,D-0025,22,P-001689,LT-8m-PCC,W-32,560078,KSPDB-SD07-D-0025-1691
P-001692,12.987345,77.58102,F-07-05,D-0025,21,P-001687,LT-8m-PCC,W-10,560078,KSPDB-SD07-D-0025-1692
P-001693,12.987149,77.580725,F-07-05,D-0025,23,P-001691,LT-8m-PCC,W-68,560078,KSPDB-SD07-D-0025-1693
P-001694,12.986896,77.580577,F-07-05,D-0025,23,P-001691,LT-9m-PCC,W-33,560078,KSPDB-SD07-D-0025-1694
P-001695,12.987368,77.581124,F-07-05,D-0025,22,P-001692,LT-9m-PCC,W-81,560078,KSPDB-SD07-D-0025-1695
P-001696,12.986733,77.580439,F-07-05,D-0025,24,P-001694,LT-8m-PCC,W-69,560078,KSPDB-SD07-D-0025-1696
P-001697,12.987348,77.580897,F-07-05,D-0025,24,P-001693,LT-8m-Steel,W-11,560078,KSPDB-SD07-D-0025-1697
P-001698,12.986965,77.580478,F-07-05,D-0025,24,P-001694,LT-8m-Steel,W-97,560078,KSPDB-SD07-D-0025-1698
P-001699,12.986672,77.580425,F-07-05,D-0025,25,P-001696,LT-8m-PCC,W-97,560078,KSPDB-SD07-D-0025-1699
P-001700,12.986904,77.580491,F-07-05,D-0025,25,P-001696,LT-9m-PCC,W-12,560078,KSPDB-SD07-D-0025-1700
P-001701,12.98687,77.58048,F-07-05,D-0025,25,P-001696,LT-8m-PCC,W-76,560078,
P-001702,12.98696,77.58049,F-07-05,D-0025,26,P-001701,LT-8m-PCC,W-61,560078,KSPDB-SD07-D-0025-1702
P-001703,12.986823,77.580296,F-07-05,D-0025,25,P-001698,LT-8m-PCC,W-59,560078,
P-001704,12.986795,77.58043,F-07-05,D-0025,26,P-001701,LT-8m-Steel,W-64,560078,
P-001705,12.986958,77.58033,F-07-05,D-0025,26,P-001703,LT-8m-Steel,W-37,560078,KSPDB-SD07-D-0025-1705
P-001706,12.986746,77.580459,F-07-05,D-0025,26,P-001701,LT-9m-PCC,W-48,560078,KSPDB-SD07-D-0025-1706
P-001707,12.986783,77.580682,F-07-05,D-0025,27,P-001702,LT-8m-PCC,W-24,560078,KSPDB-SD07-D-0025-1707
P-001708,12.986844,77.580867,F-07-05,D-0025,28,P-001707,LT-9m-PCC,W-35,560078,KSPDB-SD07-D-0025-1708
P-001709,12.986963,77.580461,F-07-05,D-0025,27,P-001704,LT-9m-PCC,W-54,560078,KSPDB-SD07-D-0025-1709
P-001710,12.986861,77.58026,F-07-05,D-0025,27,P-001706,LT-8m-Steel,W-76,560078,KSPDB-SD07-D-0025-1710
P-001711,12.986829,77.580318,F-07-05,D-0025,28,P-001710,LT-8m-Steel,W-35,560078,KSPDB-SD07-D-0025-1711
P-001712,12.986653,77.580923,F-07-05,D-0025,29,P-001708,LT-8m-Steel,W-15,560078,KSPDB-SD07-D-0025-1712
P-001713,12.986985,77.580415,F-07-05,D-0025,28,P-001709,LT-8m-Steel,W-35,560078,
P-001714,12.986995,77.580319,F-07-05,D-0025,29,P-001711,LT-9m-PCC,W-19,560078,KSPDB-SD07-D-0025-1714
P-001715,12.98683,77.580258,F-07-05,D-0025,30,P-001714,LT-8m-PCC,W-40,560078,KSPDB-SD07-D-0025-1715
P-001716,12.986994,77.580141,F-07-05,D-0025,29,P-001711,LT-8m-PCC,W-18,560078,KSPDB-SD07-D-0025-1716
P-001717,12.986837,77.58086,F-07-05,D-0025,30,P-001712,LT-9m-PCC,W-23,560078,KSPDB-SD07-D-0025-1717
P-001718,12.987083,77.580214,F-07-05,D-0025,30,P-001714,LT-8m-Steel,W-13,,KSPDB-SD07-D-0025-1718
P-001719,12.987161,77.580005,F-07-05,D-0025,30,P-001716,LT-8m-Steel,W-97,560078,KSPDB-SD07-D-0025-1719
P-001720,12.987012,77.580682,F-07-05,D-0025,31,P-001717,LT-8m-Steel,W-28,,KSPDB-SD07-D-0025-1720
P-001721,12.987016,77.58002,F-07-05,D-0025,31,P-001719,LT-8m-Steel,W-38,560078,KSPDB-SD07-D-0025-1721
P-001722,12.959618,77.611267,F-07-03,D-0026,1,,LT-8m-Steel,W-25,560078,KSPDB-SD07-D-0026-1722
P-001723,12.959815,77.611367,F-07-03,D-0026,2,P-001722,LT-8m-PCC,W-60,560078,KSPDB-SD07-D-0026-1723
P-001724,12.959431,77.611163,F-07-03,D-0026,2,P-001722,LT-9m-PCC,W-92,560078,
P-001725,12.959886,77.611327,F-07-03,D-0026,3,P-001723,LT-8m-Steel,W-18,560078,
P-001726,12.959792,77.611379,F-07-03,D-0026,2,P-001722,LT-9m-PCC,W-93,560078,KSPDB-SD07-D-0026-1726
P-001727,12.960046,77.611278,F-07-03,D-0026,4,P-001725,LT-8m-Steel,W-60,560078,KSPDB-SD07-D-0026-1727
P-001728,12.959972,77.611317,F-07-03,D-0026,3,P-001723,LT-9m-PCC,W-99,560078,KSPDB-SD07-D-0026-1728
P-001729,12.959859,77.611347,F-07-03,D-0026,4,P-001728,LT-8m-Steel,W-57,560078,KSPDB-SD07-D-0026-1729
P-001730,12.959976,77.611407,F-07-03,D-0026,5,P-001727,LT-8m-PCC,W-31,560078,KSPDB-SD07-D-0026-1730
P-001731,12.960141,77.611373,F-07-03,D-0026,6,P-001730,LT-8m-PCC,W-70,560078,KSPDB-SD07-D-0026-1731
P-001732,12.960325,77.611502,F-07-03,D-0026,7,P-001731,LT-8m-PCC,W-76,560078,KSPDB-SD07-D-0026-1732
P-001733,12.960008,77.611315,F-07-03,D-0026,5,P-001729,LT-8m-PCC,W-77,560078,
P-001734,12.960436,77.611458,F-07-03,D-0026,8,P-001732,LT-9m-PCC,W-82,560078,KSPDB-SD07-D-0026-1734
